Filename,Content
text_1.txt,"Photoshop Conversion Extension
Volt MX Iris Tutorials

Photoshop conversion extension

1. Access The Extension


Install the Volt MX Iris Extension from VoltMX.com.

Once installed you can access the extension from Window > Extensions.

2. Global Configurations


Open the PSD file to be imported. Global configuration tab allows us to specify properties applicable to the entire PSD file.

Select the Iris project location. This points directly to a project inside your Iris workspace directory.

3. Layer Configurations


In case we need to override the global configuration for a layer, select the particular layer.

Select the Layer configuration tab. The layer specific properties are listed. Select the required configuration. This configuration will override the Global configurations for that layer.

Click on Export.

4. Open in iris


Open the exported project in Iris.

Notice all the layers converted to corresponding Iris widgets."
text_0.txt,"ntroduction to Action Editor
Volt MX Iris Tutorials

Introduction to action editor

1. Navigation Actions


Right click on the button and associate an action to the onClick event.

In the Action Editor that opens up, click on Navigate to Form Action.

All the configurable properties for the selected action are shown in the bottom pane, choose the required form to Navigate to. Select the URL option to render remotely hosted web content.

2. Conditional Operations


Associate an action to the onTextChange event of Confirm Password text box.

In the Action Editor that opens up, click on If Condition listed under the Conditions group.

An If condition is added to the action sequence.

3. Expression Editor


Configure the expression for the If condition. If the Widget Property confirmpasswordtxt.text is Not Equal to passwordtxt.text.

In the Action Editor that opens up, click on If Condition listed under the Conditions group.

An If condition is added to the action sequence.

4. Animations


Click on Flex Move Animation Action and associate to the Action Sequence.

Configure the Animation by providing the positional properties and the timing of the animation

5. App Preview


Log in into App Preview

Key in machine information and click on Launch App.

Notice all the validations being performed and Animation being triggered"
text_4.txt,"Components Overview
Components provide a powerful way to create complex applications quickly. You can download a rich assortment of components from HCL Forge , or create your own reusable components, and then drag and drop the components into your application to create sophisticated, full-featured applications without writing all of the code.you can also leverage several Data & Services panel features for components.

For example, suppose you want to create a digital application that lets users log in to their account and display an account overview. You can build a log-in screen by downloading a log-in component from HCL Forge , and then dragging and dropping it onto a form.

First, navigate to the HCL Forge site, either by selecting Browse from the HCL Forge menu in Volt MX Iris or opening the site in your web browser. Then download the Login component.



You can easily import the component into your Volt MX Iris library, and then drag and drop it onto a form.

You could then create an account overview component that can be used in multiple applications, and drag and drop that component onto a form to display an account overview in your application. Your library can contain multiple collections of components that can be used and reused, serving as building blocks for your applications.



If you are familiar with earlier versions of Volt MX Iris, you may recognize components as an extension of masters. Masters helped streamline digital application developing by letting you define multiple user interface elements and action sequences as a single entity. Components extend that ability by providing self-contained and reusable entities that include:

Code modules
Volt MX Foundry services
A component contract to simplify usage and enable rapid digital application development
Because components are self-contained entities, you can:

Reuse a component within a project, or across projects in your workspace.
Download components created by the HCL Forge Assets team and other developers from HCL Forge , and use them in your projects.
Share your components with a wider audience via HCL Forge or a local share.
Components are also fully customizable. You can choose which properties, events, and methods of a component are exposed to users, or create your own custom properties, events and methods.

For example, you can specify which properties of the Login component are exposed to users by enabling them in the Manage Properties dialog box:



These are called pass through properties.

The Login component also includes custom properties. You can specify custom properties on the Custom tab of the Manage Properties dialog box, and then define their behavior in the component's controller module, loginController.js:



Here is the code that defines the passwordValidationMsg property:



There are two types of Volt MX Iris components:

Components with a contract.
Components without a contract.
The contract is a JSON file that specifies the component's exposed properties, events, and methods. You specify those properties, events, and methods within the Iris interface using the Manage Properties, Manage Events, and Manage Methods dialog boxes. You can then define the behavior of custom properties, events, and methods by adding code to the component's controller module.

You can also create a component without contract. A component without contract is similar to a master in earlier versions of Volt MX Iris, except that it includes a controller module. You can publish either a component with contract or a component without contract to HCL Forge , but not a master. However, you can convert a master into either a component with contract or a component without component.

For more information about using components, refer Using Components. For details about creating a component, refer Creating a Component."
text_5.txt,"Foundry Integration
Volt MX Iris Tutorials

Foundry Integration

1. Invoke Foundry from within Iris


Invoke Foundry from within Iris Enterprise.

Click here to get back to the Iris Canvas at any time.

2. Defining the Foundry Service and Operation


Specify the URL that the Foundry Operation will access to retrieve information.

Define the data parameters that will be propagated to the mobile application and assign values to it by parsing and extracting it from the service response using XPath.

3. Publish Foundry Application


Select the option to publish the Foundry application to a Foundry run-time environment.

Select the target Foundry run-time environment to publish the application just created.

Publish Foundry Application.

Ensure that the Foundry application has gone live successfully.

4. Map Service Results to Form


Select the On Click event of the widget which will trigger the Foundry service call.

Select Invoke Asynchronous Service action.

Include the Add Mapping action to the call back of the asynchronous service call.

Configure the Add Mapping action by mapping.

5. Run Application


Run application on simulator and view the Foundry service information appearing in the mobile application forms."
text_7.txt,"Introduction to Forms and Widgets
Volt MX Iris Tutorials

Introduction to Forms and Widgets

1. Create a Form


Create a flex form using the Forms > New menu item in the project explorer.

Turn off the Title Bar for this form.

Turn off the App Menu for this form.

2. Assign Image Background And Layout Login Container


Drag drop flex container which we will use for the form background.

Drag drop another flex container which we will use for laying out the log in UI elements. Position this container to be at fixed position from left and right edges of form.

Place an image on the parent flex container and assign it the logo image.

3. Layout Login Fields


Place flex containers on the log in container as holders.

Place text fields and button on the these holders, position and skin the widgets.

Place a switch widget on the log in container.

4. View Prototype on Iris Application Preview
  "
text_6.txt,"Getting Started with Iris
Volt MX Iris Tutorials

Getting Started with Iris

1. Create a Green Button


Create a form under Mobile channel.

Drag the button widget from the Widgets pane and drop it onto the canvas area. Position the button on canvas using mouse or by setting the properties in Look tab.

Click on Skin tab and set the background color to green using color picker and border property to complete rounded corner.

2. Add Interactivity


Right click on the button and click on the onClick Action.

In the Action Editor that opens up, click on Navigate To Form Action and select the desired form.

3. Publish To Cloud


Click on Publish. If you are not already signed in you will be prompted to sign in.

Select the required channels to publish the App Preview.

Click on the Cloud tab in App Preview and enter the short code generated to download and preview the app.

4. Preview App


Download Volt MX Iris App from App Store.

Log in into the App Preview using your Volt MX Credentials.

Click on the Local tab and enter the details to launch the Application."
text_8.txt,"Introduction to Flex Layout
Volt MX Iris Tutorials

Introduction to flex layout

1. Understanding Flex Container Layouts



Free Form

This is the default container layout. In this layout widgets are positioned in absolute space relative to the parent container or form.

Flow Vertical

In this layout the vertical positioning of a widget is relative to its sibling widget in the container, whereas the horizontal positioning is absolute (relative to the parent container).

Flow Horizontal

In this layout the horizontal positioning of a widget is relative to its sibling widget in the container, whereas the vertical positioning is absolute (relative to the parent container).

2. Understanding Flex Properties and Rules



Widget Positioning

Position a widget at the bottom of the flex container by configuring the bottom value to 0.

Flex Rule Override

Override the flex rule of - prioritizing and looking at the top position value, by deleting any entries in the top position. Now the bottom position entry will be respected and will override the top position.

Relative Widget Height

Set the top and bottom position of the widget to a value in order to configure a widget to span across the height of a flex container.

Flex Rule Override

Override the flex rule of - prioritizing and looking at the Height value of a widget, by deleting any entries in this field. Now the height of the widget will be defined by the top and bottom position of the widget.

3. Switching Off Form Scroll



Set Enable Scrolling and Bounces to OFF, in order to disable form scrolling and avoid interference with child scrolling containers.
4. Configuring the Vertical Flex Scrolling Container


Configure the dimensions of the flex scrolling container to span vertically by setting the top and bottom parameters.

Enable scrolling parameter for the flex scroll container and set the value of scrolling direct to Vertical.

5. Configuring Horizontal Flex Scrolling Container with Pagination


Configure the flex scroll container by setting the scroll direction to ‘Horizontal’ and switching the Paging parameter to ON."
text_9.txt,
text_19.txt,"Embedding Cordova Application
Volt MX Iris Tutorials

Import an existing cordova application

1. enable cordova development


Navigate to Project Settings Check the Enable Cordova checkbox.

Choose the specific version of Cordova to be used for this project.

In case Cordova is installed globally check the Use globally installed Cordova version checkbox.

2. import cordova assets


Select File -> Import Cordova Project and select the project to be imported.

Once the project is imported it is available under Cordova node underneath Web in Project Explorer.

3. assign the cordova source to a cordova browser widget


Drag and Drop a Cordova Browser widget on the form.

Double click on the Cordova Browser widget, in the Master Data popup assign index.html to URL.

Right click on the Cordova Browser widget and enable javascript on the browser widget to see a live rendering on canvas.

4. test on a simulator


Run the application on a simulator.
Cordova application is embedded inside a Volt MX application and runs on a simulator."
text_25.txt,"User Guide: Introduction

Object Services
Introduction
Object Services is a feature of Volt MX Foundry that enables model-driven application design and development by following a microservices architectural approach to create reusable components and link them to fit into your solution. Using Object Services, you can define your preferred data model, which defines how your application wants to interact with its data. There is a clear separation between the data model and how it maps to the back-end systems of record. The defined data model and mappings encapsulate the back-end data and APIs, and abstract the complexity of the API from your client application.

You can use Object Services to create data models from line-of-business (LOB) objects and define service-driven objects from existing APIs in your enterprise. You can access LOB objects by using Volt MX Foundry business adapters. These business adapters enable you to visually discover and select the entities exposed by the LOB system. You can create a service-driven object from a set of existing Volt MX Foundry Integration/Orchestration Services. These Integration services connect to existing API endpoints or to Volt MX Foundry Orchestration Services, which combine multiple APIs into a new composite or aggregate API.

The Object Services feature enables you to control your API calls and data in a better manner.

For simplistic applications, the use of integration services may be sufficient for you to get the job done.
As you start to build bigger and more complex applications, re-usability plays a vital role. In such scenarios, the use of Objects Services will help make your job easier.
Object Services, as the name suggests, allows you to create and operate on an object for referencing your data. It helps you interact with your back-end data by using the Object data model you mentioned earlier. This feature makes it possible for you to develop applications in a faster and more intuitive manner.

Note: For more hands-on approach on how to use Object Services, import and preview the Employee Directory app on to your Volt MX Iris.

How do Objects work?
Object Services makes application development easy by creating a data model to serve as a bridge between your back-end data and the client application.

The data model is the definition of your object. In the object-oriented world, an Object contains a set of Data fields and operations defined on that data. For example, if you want to build an application to display employee records and their contact information, you can create an “Employee” data model. This data model stores the attributes of an employee. You can then perform operations on the employee object and get a response in the format of the defined data model. For example, if you want to search for a particular employee by Employee ID, you can invoke a “getEmployeeById” method that is defined on your Object Service and get the response in the structure of the Employee data model.

Once your data model is defined, you can start to build your application around it. On the back-end side of things, you can map your data model to your data source. The strength of data models is that you can easily reuse your data model across applications, and easily switch to other data sources with a few changes in the front-end application.

Note: Offline Objects feature helps you with a simplified approach to synchronize data to a client app for offline access. The Offline Objects feature connects directly with Object Services and does not require a sync run-time server. You can use the Offline Objects feature with apps that have been created by using Volt MX Iris along with apps developed in native iOS and Android by using Volt MX Foundry SDKs. For more information on Offline Enabled Object Services. refer Offline Enabled Object Services.

Why should I use Object Services?
A quick comparison of Objects Services with traditional Integration services is as follows:

Object Services	Traditional approach to APIs
Focus on designing the data model and mapping it to back-end data.	Focus on designing and invoking REST APIs.
Independent development of front end and back end.	Tightly coupled interactions between the front end and back end development.
Focus on application logic and enthralling user features.	Energy spent on creating back-end interactions.
Ease of service creation and invocation.	More code required, more prone to errors.
Reuse of same data model across different applications.	Does not encourage pattern-driven development.
Easy maintenance, code is generated automatically.	Tough to maintain varies with each developer’s coding style.
Three times faster releases by reusing the same data model. Facilitates long-term savings!	No reuse – each application must invoke services from scratch.
Four times faster integration. Focus on configuring connectors to access your data.	Requires massive amount of custom code.
The process of application development is a volatile endeavor, comprising many variable factors. The two most important facets of your application consist of the front-end application and the back-end services. It is vital that these two facets communicate in the simplest manner possible, to pave your path to an awesome application.

Object Services tries to facilitate this communication by helping you create an interim bridge between these two facets. This is achieved by creating a data model, which acts as a contract between front-end and back-end developers.

Object Services View
You can navigate to the Object Services View from the Objects tab in your application or from the API Management View. From there, you can create your services or use existing ones already added in your account.

To create an Object Service, you must understand the following basic components:

Data Model
Back-end Service Provider
Mapper

Data Model is the core component of an Object Service and development plan. It functions as a vital contract between a client application and the back-end development team. As the first step of your application design, you need to create a data model that works for both your client application and the back-end provider. Once this model is finalized, both the development teams can proceed with their respective development processes without disrupting the other team.

Note: To lock fields (read-only fields) in a data model of Object Services, refer to Configuring Read-only Fields for Object Services through MFCLI.

Back-end Provider refers to the source of data for your application. Object Services allow you to connect to multiple back-end providers such as SAP, Salesforce, RDBMS and so on. You also have the option to create your own database schema using the storage connector.

Mapper helps you map data model and back-end service provider. Visual Mapper provides an intuitive way to connect to do the mapping.


Note: To walk-through creating an Object service with Volt MX Foundry, take a look at our hands-on tutorial for Object Services Overview

Workflow of Object Services
The following workflow describes the various stages of Object services:

"
