Text3,Text4,Text1,Text2,Text
"
Button (LotusScript®)


Represents an action, action hotspot, or button on a form
or document.
 Note: This class is not supported in COM. 
Events   Click   ObjectExecute  
Access  To
access an action, action hotspot, or button, write a script that responds
to one of its events. A Button object has no properties or methods. 
 Usage  The
Button, Field, and Navigator classes provide entry points to scripts
from the Notes® UI. So do NotesTimer,
NotesUIDatabase, NotesUIDocument, and NotesUIView.    



","
ObjectExecute (Button class - LotusScript®)


Occurs when an action, button, or hotspot is activated
by an OLE2 server that is FX/Notesflow enabled.

 Defined
in   Button class  
 Syntax   ObjectExecute(Source
As Button, Data As Variant)  
 Parameters   Source  Button.
Read-only.  Data  Variant. Handle to the OLE2
server Dispatch/Automation interface. 
 Usage  When
you create a script that responds to this event, Domino® creates the syntax of the event for
you (including the parameter). You do not need to type it in.  See
""Using OLE
custom controls"" example for creating a form action that executes
when an embedded OLE custom control (a spreadsheet) detects a mouse
click. 



","
LotusScript® constants:
compact


Where used:
 
 CompactWithOptions in
NotesDatabase
 Constants: Note: These constants are new
with Release 6. 
CMPC_ARCHIVE_DELETE_COMPACT (1)
CMPC_ARCHIVE_DELETE_ONLY (2)
CMPC_CHK_OVERLAP (32768)
CMPC_COPYSTYLE (16)
CMPC_DISABLE_DOCTBLBIT_OPTMZN (128)
CMPC_DISABLE_LARGE_UNKTBL (4096)
CMPC_DISABLE_RESPONSE_INFO (512)
CMPC_DISABLE_TRANSACTIONLOGGING (262144)
CMPC_DISABLE_UNREAD_MARKS (1048576)
CMPC_DISCARD_VIEW_INDICES (32)
CMPC_ENABLE_DOCTBLBIT_OPTMZN (64)
CMPC_ENABLE_LARGE_UNKTBL (2048)
CMPC_ENABLE_RESPONSE_INFO (256)
CMPC_ENABLE_TRANSACTIONLOGGING (131072)
CMPC_ENABLE_UNREAD_MARKS (524288)
CMPC_IGNORE_COPYSTYLE_ERRORS (1024)
CMPC_MAX_4GB (16384)
CMPC_NO_LOCKOUT (8192)
CMPC_RECOVER_INPLACE (8)
CMPC_RECOVER_REDUCE_INPLACE (4)
CMPC_REVERT_FILEFORMAT (65536)
 



","
CompactWithOptions (NotesDatabase - LotusScript®)


Compacts a local database allowing the submission of options.
 Note: This method is new with Release 6. 
 Defined
in   NotesDatabase  
 Syntax   sizeDelta&  =  notesDatabase .CompactWithOptions(  options$  )   sizeDelta&  =  notesDatabase .CompactWithOptions(  options& [,  spaceThreshold$ ] )  
 Parameters   options$  String.
One or more command-line options supported by the Compact server task
without the minus signs. Spaces are insignificant except that a space
cannot be placed in the S option between the number and the final
K, k, M, or m. Options are processed in their order of specification.  options&  Constant
of type Long. One or more of the following constants. Combine constants
by adding. 
CMPC_ARCHIVE_DELETE_COMPACT (1) a (archive and delete, then compact)
CMPC_ARCHIVE_DELETE_ONLY (2) A (archive and delete with no compact;
supersedes a)
CMPC_CHK_OVERLAP (32768) o and O (check overlap)
CMPC_COPYSTYLE (16) c and C (copy style; supersedes b and B)
CMPC_DISABLE_DOCTBLBIT_OPTMZN (128) f (disable document table
bit map optimization)
CMPC_DISABLE_LARGE_UNKTBL (4096) k (disable large unknown table)
CMPC_DISABLE_RESPONSE_INFO (512) H (disable ""Don't support specialized
response hierarchy"")
CMPC_DISABLE_TRANSACTIONLOGGING (262144) t (disable transaction
logging)
CMPC_DISABLE_UNREAD_MARKS (1048576) U (disable ""Don't maintain
unread marks"")
CMPC_DISCARD_VIEW_INDICES (32) d and D (discard view indexes)
CMPC_ENABLE_DOCTBLBIT_OPTMZN (64) F (enable document table bit
map optimization; supersedes f)
CMPC_ENABLE_LARGE_UNKTBL (2048) K (enable large unknown table;
supersedes k)
CMPC_ENABLE_RESPONSE_INFO (256) h (enable ""Don't support specialized
response hierarchy""; supersedes H)
CMPC_ENABLE_TRANSACTIONLOGGING (131072) T (enable transaction
logging; supersedes t)
CMPC_ENABLE_UNREAD_MARKS (524288) u (enable ""Don't maintain unread
marks""; supersedes U)
CMPC_IGNORE_COPYSTYLE_ERRORS (1024) i (ignore copy-style errors)
CMPC_MAX_4GB (16384) m and M (set maximum database size at 4 gigabytes)
CMPC_NO_LOCKOUT (8192) l and L (do not lock out users)
CMPC_RECOVER_INPLACE (8) B (recover unused space in-place and
reduce file size; supersedes b)
CMPC_RECOVER_REDUCE_INPLACE (4) b (recover unused space in-place
without reducing file size)
CMPC_REVERT_FILEFORMAT (65536) r and R (do not convert old file
format)
  spaceThreshold$  String. Optional. The value
of the S option (compact if specified percent or amount of unused
space) without the S, for example, ""10"" for 10 percent, ""10K"" for
10 kilobytes, or ""10M"" for 10 megabytes. 
 Return
value   sizeDelta&  Long. The difference
in bytes between the size of the database before and after compacting. 
 Usage  This
method must be run where the database is located, or it will produce
an error. If the database is on the server, or accessible to that
server via a mapped drive, the method must be run from the server.
If the database resides on the Notes® client,
the method must be run in the Notes® client.
The method can not be run on one server to compact databases on another
server. A script cannot compact the current database (the database
in which the script is running) or the desktop.dsk file. The
options are those that you can use with the Compact server task. For
more information, see ""Compact options"" in Administration Help. CompactWithOptions
does not support the e or E option. 
   Example   


",
"
Button (LotusScript®)


Represents an action, action hotspot, or button on a form
or document.
 Note: This class is not supported in COM. 
Events   Click   ObjectExecute  
Access  To
access an action, action hotspot, or button, write a script that responds
to one of its events. A Button object has no properties or methods. 
 Usage  The
Button, Field, and Navigator classes provide entry points to scripts
from the Notes® UI. So do NotesTimer,
NotesUIDatabase, NotesUIDocument, and NotesUIView.    



","
ObjectExecute (Button class - LotusScript®)


Occurs when an action, button, or hotspot is activated
by an OLE2 server that is FX/Notesflow enabled.

 Defined
in   Button class  
 Syntax   ObjectExecute(Source
As Button, Data As Variant)  
 Parameters   Source  Button.
Read-only.  Data  Variant. Handle to the OLE2
server Dispatch/Automation interface. 
 Usage  When
you create a script that responds to this event, Domino® creates the syntax of the event for
you (including the parameter). You do not need to type it in.  See
""Using OLE
custom controls"" example for creating a form action that executes
when an embedded OLE custom control (a spreadsheet) detects a mouse
click. 



","
LotusScript® constants:
convert rich text


Where used:
 
ConvertToMime in
NotesDocument
 Constants: 
CONVERT_RT_TO_HTML (2)
CONVERT_RT_TO_PLAINTEXT (1)
CONVERT_RT_TO_PLAINTEXT_AND_HTML (3)
 


",,
"
Button (LotusScript®)


Represents an action, action hotspot, or button on a form
or document.
 Note: This class is not supported in COM. 
Events   Click   ObjectExecute  
Access  To
access an action, action hotspot, or button, write a script that responds
to one of its events. A Button object has no properties or methods. 
 Usage  The
Button, Field, and Navigator classes provide entry points to scripts
from the Notes® UI. So do NotesTimer,
NotesUIDatabase, NotesUIDocument, and NotesUIView.    



","
ObjectExecute (Button class - LotusScript®)


Occurs when an action, button, or hotspot is activated
by an OLE2 server that is FX/Notesflow enabled.

 Defined
in   Button class  
 Syntax   ObjectExecute(Source
As Button, Data As Variant)  
 Parameters   Source  Button.
Read-only.  Data  Variant. Handle to the OLE2
server Dispatch/Automation interface. 
 Usage  When
you create a script that responds to this event, Domino® creates the syntax of the event for
you (including the parameter). You do not need to type it in.  See
""Using OLE
custom controls"" example for creating a form action that executes
when an embedded OLE custom control (a spreadsheet) detects a mouse
click. 



","
LotusScript® constants:
color


Where used:
 
 NotesColorObject 
 NotesColor in
NotesRichTextStyle
 BackgroundColor in
NotesView
 FontColor in
NotesViewColumn
 HeaderFontColor in
NotesViewColumn
 Constants: 
COLOR_BLACK (0)
COLOR_BLUE (4)
COLOR_CYAN (7)
COLOR_DARK_BLUE (10)
COLOR_DARK_CYAN (13)
COLOR_DARK_GREEN (9)
COLOR_DARK_MAGENTA (11)
COLOR_DARK_RED (8)
COLOR_DARK_YELLOW (12)
COLOR_GRAY (14)
COLOR_GREEN (3)
COLOR_LIGHT_GRAY (15)
COLOR_MAGENTA (5)
COLOR_RED (2)
COLOR_WHITE (1)
COLOR_YELLOW (6)
 



","NotesColorObject (LotusScript®)

Represents a color.

Note: This class is new with Release 6.
Containment

Contained by: NotesRichTextSection, NotesRichTextTable, NotesSession

Properties

Blue

Green

Hue

Luminance

NotesColor

Red

Saturation

Methods

SetHSL

SetRGB

Creation

To create a NotesColorObject object, use the Position method of NotesSession.

Usage

Domino® defines colors numbered 0 through 240, as reflected in the read-write property NotesColor. Each Domino® color maps to RGB (red, green, and blue) values in the range 0-255 and HSL (hue, saturation, and luminance) values in the range 0-240, as reflected in the remaining, read-only properties.

NotesColor can be used as the value for the following properties: NotesColor in NotesRichTextStyle; BackgroundColor in NotesView; Position and HeaderFontColor in NotesViewColumn.

The following table lists the values for the first 16 Domino® colors, which are defined by LotusScript® constants. See the example for code to generate the values for all 241 colors.

Notes®

	

Red

	

Green

	

Blue

	

Hue

	

Sat

	

Lum

	

Constant




0

	

0

	

0

	

0

	

160

	

0

	

0

	

COLOR_BLACK




1

	

255

	

255

	

255

	

160

	

0

	

240

	

COLOR_WHITE




2

	

255

	

0

	

0

	

0

	

240

	

120

	

COLOR_RED




3

	

0

	

255

	

0

	

80

	

240

	

120

	

COLOR_GREEN




4

	

0

	

0

	

255

	

160

	

240

	

120

	

COLOR_BLUE




5

	

255

	

0

	

255

	

200

	

240

	

120

	

COLOR_MAGENTA




6

	

255

	

255

	

0

	

40

	

240

	

120

	

COLOR_YELLOW




7

	

0

	

255

	

255

	

120

	

240

	

120

	

COLOR_CYAN




8

	

128

	

0

	

0

	

0

	

240

	

60

	

COLOR_DARK_RED




9

	

0

	

128

	

0

	

80

	

240

	

60

	

COLOR_DARK_GREEN




10

	

0

	

0

	

128

	

160

	

240

	

60

	

COLOR_DARK_BLUE




11

	

128

	

0

	

128

	

200

	

240

	

60

	

COLOR_DARK_MAGENTA




12

	

128

	

128

	

0

	

40

	

240

	

60

	

COLOR_DARK_YELLOW




13

	

0

	

128

	

128

	

120

	

240

	

60

	

COLOR_DARK_CYAN




14

	

128

	

128

	

128

	

160

	

0

	

120

	

COLOR_GRAY




15

	

192

	

192

	

192

	

160

	

0

	

181

	

COLOR_LIGHT_GRAY

Example",
"
Button (LotusScript®)


Represents an action, action hotspot, or button on a form
or document.
 Note: This class is not supported in COM. 
Events   Click   ObjectExecute  
Access  To
access an action, action hotspot, or button, write a script that responds
to one of its events. A Button object has no properties or methods. 
 Usage  The
Button, Field, and Navigator classes provide entry points to scripts
from the Notes® UI. So do NotesTimer,
NotesUIDatabase, NotesUIDocument, and NotesUIView.    



","
ObjectExecute (Button class - LotusScript®)


Occurs when an action, button, or hotspot is activated
by an OLE2 server that is FX/Notesflow enabled.

 Defined
in   Button class  
 Syntax   ObjectExecute(Source
As Button, Data As Variant)  
 Parameters   Source  Button.
Read-only.  Data  Variant. Handle to the OLE2
server Dispatch/Automation interface. 
 Usage  When
you create a script that responds to this event, Domino® creates the syntax of the event for
you (including the parameter). You do not need to type it in.  See
""Using OLE
custom controls"" example for creating a form action that executes
when an embedded OLE custom control (a spreadsheet) detects a mouse
click. 



","
LotusScript® constants:
database access privileges


    Where
used: 
 QueryAccessPrivileges in
NotesDbDirectory
 Constants: 
DBACL_CREATE_DOCUMENTS (1)
DBACL_DELETE_DOCUMENTS (2)
DBACL_CREATE_PRIV_AGENTS (4)
DBACL_CREATE_PRIV_FOLDERS_VIEWS (8)
DBACL_CREATE_SHARED_FOLDERS_VIEWS (16)
DBACL_CREATE_SCRIPT_AGENTS (32)
DBACL_READ_PUBLIC_DOCUMENTS (64)
DBACL_WRITE_PUBLIC_DOCUMENTS (128)
DBACL_REPLICATE_COPY_DOCUMENTS (256)
 


","
QueryAccessPrivileges (NotesDatabase - LotusScript®)


    Returns
the privileges of a person, group, or server in a database. Note: This method is new with Release 6.5. 
 Defined
in   NotesDatabase  
 Syntax   privileges&  =  notesDatabase .QueryAccessPrivileges(  name$  )  
 Parameters   name$  String.
The name of the person, group, or server. For a hierarchical name,
the full name must be specified but can be in abbreviated format. 
 Return
value   privileges&  Long constant. The
current access privileges, a combination of the following: 
DBACL_CREATE_DOCUMENTS (1)
DBACL_DELETE_DOCUMENTS (2)
DBACL_CREATE_PRIV_AGENTS (4)
DBACL_CREATE_PRIV_FOLDERS_VIEWS (8)
DBACL_CREATE_SHARED_FOLDERS_VIEWS (16)
DBACL_CREATE_SCRIPT_AGENTS (32)
DBACL_READ_PUBLIC_DOCUMENTS (64)
DBACL_WRITE_PUBLIC_DOCUMENTS (128)
DBACL_REPLICATE_COPY_DOCUMENTS (256)
 Individual privileges can be discerned through bitwise operations. 
 Usage  If
the name you specify is listed explicitly in the ACL, then QueryAccessPrivileges
returns the privileges for that ACL entry and does not check groups. If
the name you specify is not listed explicitly in the ACL, QueryAccessPrivileges
checks to see if the name is a member of a group in the primary address
book where the program is running: on a workstation the Personal Address
Book; on a server the Domino® Directory. 
   Example   



",
"
Button (LotusScript®)


Represents an action, action hotspot, or button on a form
or document.
 Note: This class is not supported in COM. 
Events   Click   ObjectExecute  
Access  To
access an action, action hotspot, or button, write a script that responds
to one of its events. A Button object has no properties or methods. 
 Usage  The
Button, Field, and Navigator classes provide entry points to scripts
from the Notes® UI. So do NotesTimer,
NotesUIDatabase, NotesUIDocument, and NotesUIView.    



","
ObjectExecute (Button class - LotusScript®)


Occurs when an action, button, or hotspot is activated
by an OLE2 server that is FX/Notesflow enabled.

 Defined
in   Button class  
 Syntax   ObjectExecute(Source
As Button, Data As Variant)  
 Parameters   Source  Button.
Read-only.  Data  Variant. Handle to the OLE2
server Dispatch/Automation interface. 
 Usage  When
you create a script that responds to this event, Domino® creates the syntax of the event for
you (including the parameter). You do not need to type it in.  See
""Using OLE
custom controls"" example for creating a form action that executes
when an embedded OLE custom control (a spreadsheet) detects a mouse
click. 



","
LotusScript® constants:
database directory


Where used:
 
 GetFirstDatabase in
NotesDbDirectory
 Constants: 
DATABASE (1247)
REPLICA_CANDIDATE (1245)
TEMPLATE  (1248)
TEMPLATE_CANDIDATE (1246)
 



",,
"
Button (LotusScript®)


Represents an action, action hotspot, or button on a form
or document.
 Note: This class is not supported in COM. 
Events   Click   ObjectExecute  
Access  To
access an action, action hotspot, or button, write a script that responds
to one of its events. A Button object has no properties or methods. 
 Usage  The
Button, Field, and Navigator classes provide entry points to scripts
from the Notes® UI. So do NotesTimer,
NotesUIDatabase, NotesUIDocument, and NotesUIView.    



","
ObjectExecute (Button class - LotusScript®)


Occurs when an action, button, or hotspot is activated
by an OLE2 server that is FX/Notesflow enabled.

 Defined
in   Button class  
 Syntax   ObjectExecute(Source
As Button, Data As Variant)  
 Parameters   Source  Button.
Read-only.  Data  Variant. Handle to the OLE2
server Dispatch/Automation interface. 
 Usage  When
you create a script that responds to this event, Domino® creates the syntax of the event for
you (including the parameter). You do not need to type it in.  See
""Using OLE
custom controls"" example for creating a form action that executes
when an embedded OLE custom control (a spreadsheet) detects a mouse
click. 



","
LotusScript® constants:
database option


Where used:
 
 GetOption in NotesDatabase
 SetOption in NotesDatabase
 Constants: Note: These constants are new
with Release 6. 
DBOPT_LZCOMPRESSION (65)
DBOPT_MAINTAINLASTACCESSED (44)
DBOPT_MOREFIELDS (54)
DBOPT_NOHEADLINEMONITORS (46)
DBOPT_NOOVERWRITE (36)
DBOPT_NORESPONSEINFO (38)
DBOPT_NOTRANSACTIONLOGGING (45)
DBOPT_NOUNREAD (37)
DBOPT_OPTIMIZATION (41)
DBOPT_REPLICATEUNREADMARKSTOANY (71)   Note: This option is new with Release 6.5. 
DBOPT_REPLICATEUNREADMARKSTOCLUSTER (70)Note: This
option is new with Release 6.5. 
DBOPT_SOFTDELETE (49)
 



","
GetOption (NotesDatabase - LotusScript®)


Gets the value of a database option.
 Note: This method is new with Release 6. 
 Defined
in   NotesDatabase  
 Syntax   flag  =  notesDatabase .GetOption(  optionName%  )  
 Parameters   optionName%  Integer.
Constant. One of the following: 
DBOPT_LZCOMPRESSION (65) uses LZ1 compression for attachments
DBOPT_MAINTAINLASTACCESSED (44) maintains LastAccessed property   
DBOPT_MOREFIELDS (54) allows more fields in database
DBOPT_NOHEADLINEMONITORS (46) doesn't allow headline monitoring
DBOPT_NOOVERWRITE (36) doesn't overwrite free space
DBOPT_NORESPONSEINFO (38) doesn't support specialized response
hierarchy
DBOPT_NOTRANSACTIONLOGGING (45) disables transaction logging
DBOPT_NOUNREAD (37) doesn't maintain unread marks
DBOPT_OPTIMIZATION (41) enables document table bitmap optimization
DBOPT_REPLICATEUNREADMARKSTOANY (71) replicates unread marks to
all servers   Note: This option is new
with Release 6.5. 
DBOPT_REPLICATEUNREADMARKSTOCLUSTER (70) replicates unread marks
to clustered servers onlyNote: This option is new with
Release 6.5. 
DBOPT_SOFTDELETE (49) allows soft deletions
 
 Return
value   flag  Boolean. 
True if the option is enabled.
False if the option is disabled.
 
 Usage  See setOption for setting a database
option. 
   Example   


",
"
Button (LotusScript®)


Represents an action, action hotspot, or button on a form
or document.
 Note: This class is not supported in COM. 
Events   Click   ObjectExecute  
Access  To
access an action, action hotspot, or button, write a script that responds
to one of its events. A Button object has no properties or methods. 
 Usage  The
Button, Field, and Navigator classes provide entry points to scripts
from the Notes® UI. So do NotesTimer,
NotesUIDatabase, NotesUIDocument, and NotesUIView.    



","
ObjectExecute (Button class - LotusScript®)


Occurs when an action, button, or hotspot is activated
by an OLE2 server that is FX/Notesflow enabled.

 Defined
in   Button class  
 Syntax   ObjectExecute(Source
As Button, Data As Variant)  
 Parameters   Source  Button.
Read-only.  Data  Variant. Handle to the OLE2
server Dispatch/Automation interface. 
 Usage  When
you create a script that responds to this event, Domino® creates the syntax of the event for
you (including the parameter). You do not need to type it in.  See
""Using OLE
custom controls"" example for creating a form action that executes
when an embedded OLE custom control (a spreadsheet) detects a mouse
click. 



","
LotusScript® constants:
database option


Where used:
 
 GetOption in NotesDatabase
 SetOption in NotesDatabase
 Constants: Note: These constants are new
with Release 6. 
DBOPT_LZCOMPRESSION (65)
DBOPT_MAINTAINLASTACCESSED (44)
DBOPT_MOREFIELDS (54)
DBOPT_NOHEADLINEMONITORS (46)
DBOPT_NOOVERWRITE (36)
DBOPT_NORESPONSEINFO (38)
DBOPT_NOTRANSACTIONLOGGING (45)
DBOPT_NOUNREAD (37)
DBOPT_OPTIMIZATION (41)
DBOPT_REPLICATEUNREADMARKSTOANY (71)   Note: This option is new with Release 6.5. 
DBOPT_REPLICATEUNREADMARKSTOCLUSTER (70)Note: This
option is new with Release 6.5. 
DBOPT_SOFTDELETE (49)
 



","
SetOption (NotesDatabase - LotusScript®)


Sets the value of a database option.
 Note: This method is new with Release 6. 
 Defined
in   NotesDatabase  
 Syntax   Call  notesDatabase .SetOption(  optionName%  , flag ) 
 Parameters   optionName%  Integer.
Constant. One of the following: 
DBOPT_LZCOMPRESSION (65) uses LZ1 compression for attachments
DBOPT_MAINTAINLASTACCESSED (44) maintains LastAccessed property
DBOPT_MOREFIELDS (54) allows more fields in database
DBOPT_NOHEADLINEMONITORS (46) doesn't allow headline monitoring
DBOPT_NOOVERWRITE (36) doesn't overwrite free space
DBOPT_NORESPONSEINFO (38) doesn't support specialized response
hierarchy
DBOPT_NOTRANSACTIONLOGGING (45) disables transaction logging
DBOPT_NOUNREAD (37) doesn't maintain unread marks
DBOPT_OPTIMIZATION (41) enables document table bitmap optimization
DBOPT_REPLICATEUNREADMARKSTOANY (71) replicates unread marks to
all servers   Note: This option is new
with Release 6.5. 
DBOPT_REPLICATEUNREADMARKSTOCLUSTER (70) replicates unread marks
to clustered servers onlyNote: This option is new with
Release 6.5. 
DBOPT_SOFTDELETE (49) allows soft deletions
  flag  Boolean. 
True to enable the option.
False to disable the option.
 
 Usage  Compact
the database to ensure that the option takes effect. See Compact. See GetOption for getting a database
option. Setting DBOPT_REPLICATEUNREADMARKSTOANY True also sets
DBOPT_REPLICATEUNREADMARKSTOCLUSTER True. Setting DBOPT_REPLICATEUNREADMARKSTOCLUSTER
True sets DBOPT_REPLICATEUNREADMARKSTOANY False. Setting both options
False means unread marks are never replicated.    The database must be
open. Otherwise this method raises lsERR_NOTES_DATABASE_NOTOPEN (4063).    
   Example   


",
"
Button (LotusScript®)


Represents an action, action hotspot, or button on a form
or document.
 Note: This class is not supported in COM. 
Events   Click   ObjectExecute  
Access  To
access an action, action hotspot, or button, write a script that responds
to one of its events. A Button object has no properties or methods. 
 Usage  The
Button, Field, and Navigator classes provide entry points to scripts
from the Notes® UI. So do NotesTimer,
NotesUIDatabase, NotesUIDocument, and NotesUIView.    



","
ObjectExecute (Button class - LotusScript®)


Occurs when an action, button, or hotspot is activated
by an OLE2 server that is FX/Notesflow enabled.

 Defined
in   Button class  
 Syntax   ObjectExecute(Source
As Button, Data As Variant)  
 Parameters   Source  Button.
Read-only.  Data  Variant. Handle to the OLE2
server Dispatch/Automation interface. 
 Usage  When
you create a script that responds to this event, Domino® creates the syntax of the event for
you (including the parameter). You do not need to type it in.  See
""Using OLE
custom controls"" example for creating a form action that executes
when an embedded OLE custom control (a spreadsheet) detects a mouse
click. 



","
LotusScript® constants:
database modified documents


       Where
used: 
 GetModifiedDocuments in
NotesDatabase
 Constants: Note: These constants are new
with Release 7. 
DBMOD_DOC_ACL (64)
DBMOD_DOC_AGENT (512)
DBMOD_DOC_ALL (32767)
DBMOD_DOC_DATA (1)
DBMOD_DOC_FORM (4)
DBMOD_DOC_HELP (256)
DBMOD_DOC_ICON (16)
DBMOD_DOC_REPLFORMULA (2048)
DBMOD_DOC_SHAREDFIELD (1024)
DBMOD_DOC_VIEW (8)
 


","
GetModifiedDocuments (NotesDatabase - LotusScript®)


       Gets
the documents in a database that are modified since a specified time. Note: This method is new with Release 7. 
 Defined
in   NotesDatabase  
 Syntax   Set notesDocumentCollection  =  notesDatabase .GetModifiedDocuments( [ since ]  ,  [ noteClass% ] )  
 Parameters   since   NotesDateTime.
The start time for collecting the modified documents. Defaults to
the creation time of the database effectively returning all documents.  noteClass%  Integer.
Constant. One of the following to specify the type or types of document
collected. You can combine types with a logical or. Defaults to DBMOD_DOC_DATA
which collects only data documents. 
DBMOD_DOC_ACL (64)
DBMOD_DOC_AGENT (512)
DBMOD_DOC_ALL (32767)
DBMOD_DOC_DATA (1)
DBMOD_DOC_FORM (4)
DBMOD_DOC_HELP (256)
DBMOD_DOC_ICON (16)
DBMOD_DOC_REPLFORMULA (2048)
DBMOD_DOC_SHAREDFIELD (1024)
DBMOD_DOC_VIEW (8)
 
 Return
value   noteDocumentCollection   NotesDocumentCollection.
A collection containing the modified documents. 
 Usage  The
end time for the collection is the current database time, which is
posted to the UntilTime property
of the returned NotesDocumentCollection object. This time should be
specified as the ""since"" time in a subsequent call to GetModifiedDocuments
where you want to get all modified documents since the most recent
call. Do not rely on the system time, which may differ from the database
time. This method raises lsERR_NOTES_NOSUCH_DBGETMODDOCS
(4698) ""Not a valid GetModifiedDocuments constant"" if the noteClass
parameter is invalid. 

   Example   



",
"
Button (LotusScript®)


Represents an action, action hotspot, or button on a form
or document.
 Note: This class is not supported in COM. 
Events   Click   ObjectExecute  
Access  To
access an action, action hotspot, or button, write a script that responds
to one of its events. A Button object has no properties or methods. 
 Usage  The
Button, Field, and Navigator classes provide entry points to scripts
from the Notes® UI. So do NotesTimer,
NotesUIDatabase, NotesUIDocument, and NotesUIView.    



","
ObjectExecute (Button class - LotusScript®)


Occurs when an action, button, or hotspot is activated
by an OLE2 server that is FX/Notesflow enabled.

 Defined
in   Button class  
 Syntax   ObjectExecute(Source
As Button, Data As Variant)  
 Parameters   Source  Button.
Read-only.  Data  Variant. Handle to the OLE2
server Dispatch/Automation interface. 
 Usage  When
you create a script that responds to this event, Domino® creates the syntax of the event for
you (including the parameter). You do not need to type it in.  See
""Using OLE
custom controls"" example for creating a form action that executes
when an embedded OLE custom control (a spreadsheet) detects a mouse
click. 



","
LotusScript® constants:
database replication priority


Where used:
 
Priority in
NotesReplication
 Constants: 
DB_REPLICATION_PRIORITY_HIGH (1549)
DB_REPLICATION_PRIORITY_LOW (1547)
DB_REPLICATION_PRIORITY_MED (1548)
DB_REPLICATION_PRIORITY_NOTSET (1565)Note: This constant
is obsolete in Release 5.0.1 
 



",,
"
Button (LotusScript®)


Represents an action, action hotspot, or button on a form
or document.
 Note: This class is not supported in COM. 
Events   Click   ObjectExecute  
Access  To
access an action, action hotspot, or button, write a script that responds
to one of its events. A Button object has no properties or methods. 
 Usage  The
Button, Field, and Navigator classes provide entry points to scripts
from the Notes® UI. So do NotesTimer,
NotesUIDatabase, NotesUIDocument, and NotesUIView.    



","
ObjectExecute (Button class - LotusScript®)


Occurs when an action, button, or hotspot is activated
by an OLE2 server that is FX/Notesflow enabled.

 Defined
in   Button class  
 Syntax   ObjectExecute(Source
As Button, Data As Variant)  
 Parameters   Source  Button.
Read-only.  Data  Variant. Handle to the OLE2
server Dispatch/Automation interface. 
 Usage  When
you create a script that responds to this event, Domino® creates the syntax of the event for
you (including the parameter). You do not need to type it in.  See
""Using OLE
custom controls"" example for creating a form action that executes
when an embedded OLE custom control (a spreadsheet) detects a mouse
click. 



","
LotusScript® constants:
database sign


Where used:
 
 Sign in NotesDatabase
 Constants: Note: These constants are new
with Release 6. 
DBSIGN_DOC_ACL (64)
DBSIGN_DOC_AGENT (512)
DBSIGN_DOC_ALL (32767)
DBSIGN_DOC_DATA (1)
DBSIGN_DOC_FORM (4)
DBSIGN_DOC_HELP (256)
DBSIGN_DOC_ICON (16)
DBSIGN_DOC_REPLFORMULA (2048)
DBSIGN_DOC_SHAREDFIELD (1024)
DBSIGN_DOC_VIEW (8)
 



","
Sign (NotesDatabase - LotusScript®)


Signs elements in a database with the signature of the
current user.  This method programmatically mimics the use of the
Sign Database dialog in the Notes® Domino® Admin client.
    Note: This
method is new with Release 6. 
 Defined
in   NotesDatabase  
 Syntax   Call  notesDatabase .Sign( [ documentType% ][ , existingSigsOnly ]
[ , nameStr$] [ , nameStrIsNoteID ] )  
 Parameters      documentType%  Integer.
Optional. One of the following constants. 
DBSIGN_DOC_ACL (64) signs the ACL
DBSIGN_DOC_AGENT (512) signs all agents
DBSIGN_DOC_ALL (32767) (default) signs all elements except data
documents' active content   
DBSIGN_DOC_DATA (1) signs all data documents' active content (hotspots)
DBSIGN_DOC_FORM (4) signs all forms
DBSIGN_DOC_HELP (256) signs the ""About Database"" and ""Using Database""
documents
DBSIGN_DOC_ICON (16) signs the icon
DBSIGN_DOC_REPLFORMULA (2048) signs the replication formula
DBSIGN_DOC_SHAREDFIELD (1024) signs all shared fields
DBSIGN_DOC_VIEW (8) signs all views
  existingSigsOnly  Boolean. Optional. 
True to sign only elements with existing signatures.
False (default) to sign all elements.
  nameStr  String. Optional. Programmatic name
or note ID of a single design element.If this parameter is
not specified, all design elements of type parameter 1 are signed.     nameStrIsNoteID  Boolean.
Optional. 
True if parameter 3 represents a note ID.
False (default) if parameter 3 represents a programmatic name.
 
 Usage  This
method signs all design elements of the specified type if you specify
parameter 1 and do not specify parameter 3. If you specify
parameter 3, this method signs one design element. You can also specify
parameter 1 to positively define the design element. If more than
one design element has the same name and parameter 1 is not specified,
this method signs the first design element with the specified name. To
sign all elements of a data document, including active content (hotspots),
the method must be performed twice, once specifying parameter 1 of
DBSIGN_DOC_ALL and once specifying parameter 1 of DBSIGN_DOC_DATA. This
method executes only on a client.    
   Example   


",
